Max_Temperature,Min_Temperature,Rainfall,Year,Month,Day
33.6,19.2,0.0,2019,3,26
36.1,19.6,0.0,2019,3,27
39.2,21.7,0.0,2019,3,28
39.4,21.2,0.0,2019,3,29
38.5,25.2,0.0,2019,3,30
37.7,24.7,0.0,2019,3,31
37.8,22.2,0.0,2019,4,1
39.0,22.0,0.0,2019,4,2
39.6,22.1,0.0,2019,4,3
40.8,25.1,0.0,2019,4,4
40.5,27.4,0.0,2019,4,5
39.9,26.1,0.0,2019,4,6
40.2,26.2,0.0,2019,4,7
40.0,25.7,0.0,2019,4,8
40.0,26.8,0.0,2019,4,9
40.0,27.7,0.0,2019,4,10
40.0,27.8,0.0,2019,4,11
39.6,26.4,0.0,2019,4,12
39.5,25.4,0.0,2019,4,13
39.6,26.9,0.0,2019,4,14
38.4,23.6,0.0,2019,4,15
32.3,19.1,0.5,2019,4,16
30.9,19.3,0.9,2019,4,17
32.0,20.2,0.0,2019,4,18
33.4,21.2,0.0,2019,4,19
36.5,22.9,0.0,2019,4,20
38.3,25.5,0.0,2019,4,21
39.9,27.8,0.0,2019,4,22
41.2,27.7,0.0,2019,4,23
41.0,27.3,0.0,2019,4,24
39.9,27.4,0.0,2019,4,25
40.9,29.0,0.0,2019,4,26
41.8,27.2,0.0,2019,4,27
41.9,26.4,0.0,2019,4,28
41.0,26.6,0.0,2019,4,29
39.7,27.7,0.0,2019,4,30
41.0,28.2,0.0,2019,5,1
40.9,27.7,0.0,2019,5,2
39.6,27.0,0.0,2019,5,3
39.0,26.6,0.0,2019,5,4
40.2,26.0,0.0,2019,5,5
41.1,26.2,0.0,2019,5,6
41.7,28.2,0.0,2019,5,7
39.7,28.0,0.0,2019,5,8
37.8,26.6,0.0,2019,5,9
35.8,26.7,0.0,2019,5,10
38.9,26.2,0.0,2019,5,11
39.0,25.8,0.0,2019,5,12
38.5,26.4,0.0,2019,5,13
38.8,27.1,0.0,2019,5,14
36.8,24.5,0.0,2019,5,15
36.4,24.4,0.0,2019,5,16
35.1,22.3,0.0,2019,5,17
35.8,22.1,0.0,2019,5,18
37.0,25.1,0.0,2019,5,19
38.0,27.2,0.0,2019,5,20
39.1,27.1,0.0,2019,5,21
39.5,27.5,0.0,2019,5,22
39.2,30.7,0.0,2019,5,23
37.8,28.3,0.0,2019,5,24
39.9,28.4,0.0,2019,5,25
41.1,30.1,0.0,2019,5,26
41.3,30.3,0.0,2019,5,27
41.8,30.3,0.0,2019,5,28
42.3,31.2,0.0,2019,5,29
42.1,30.9,0.0,2019,5,30
42.3,30.9,0.0,2019,5,31
43.4,32.1,0.0,2019,6,1
44.5,32.3,0.0,2019,6,2
43.7,31.8,0.0,2019,6,3
42.5,30.9,0.0,2019,6,4
42.0,30.4,0.0,2019,6,5
42.0,31.3,0.0,2019,6,6
43.4,30.6,0.0,2019,6,7
44.1,31.5,0.0,2019,6,8
44.1,32.4,0.0,2019,6,9
43.0,31.7,0.0,2019,6,10
41.8,31.5,0.0,2019,6,11
41.8,32.1,0.1,2019,6,12
35.9,27.2,0.0,2019,6,13
38.3,29.4,0.0,2019,6,14
39.1,28.6,0.2,2019,6,15
37.0,28.2,0.7,2019,6,16
37.8,28.6,0.0,2019,6,17
32.9,25.3,0.5,2019,6,18
36.5,25.2,0.3,2019,6,19
35.6,27.4,0.4,2019,6,20
35.3,28.3,0.0,2019,6,21
39.8,28.8,0.2,2019,6,22
39.5,31.3,0.0,2019,6,23
36.9,28.5,0.0,2019,6,24
40.0,30.6,0.3,2019,6,25
38.8,30.0,0.0,2019,6,26
39.4,29.2,0.0,2019,6,27
39.1,29.7,0.0,2019,6,28
39.3,29.6,0.0,2019,6,29
39.9,29.4,0.0,2019,6,30
39.8,29.5,0.0,2019,7,1
39.9,29.0,0.0,2019,7,2
40.0,30.1,0.0,2019,7,3
39.2,28.5,0.3,2019,7,4
37.0,29.2,0.0,2019,7,5
39.2,29.4,0.0,2019,7,6
39.1,29.4,0.0,2019,7,7
39.0,29.5,0.0,2019,7,8
38.6,28.7,0.0,2019,7,9
38.6,28.3,0.0,2019,7,10
38.1,27.8,0.0,2019,7,11
38.0,27.9,0.0,2019,7,12
37.4,27.6,0.0,2019,7,13
37.8,27.3,0.1,2019,7,14
37.3,27.9,0.1,2019,7,15
38.2,28.0,0.3,2019,7,16
35.0,28.9,0.1,2019,7,17
37.9,29.4,0.0,2019,7,18
38.5,30.3,0.7,2019,7,19
38.0,28.9,1.8,2019,7,20
40.3,29.5,0.7,2019,7,21
38.5,29.5,1.4,2019,7,22
38.6,30.0,1.0,2019,7,23
40.3,30.1,0.1,2019,7,24
38.1,28.1,0.0,2019,7,25
35.4,28.5,0.2,2019,7,26
36.0,26.7,7.5,2019,7,27
28.2,25.3,55.3,2019,7,28
33.2,24.7,0.1,2019,7,29
33.8,26.7,1.2,2019,7,30
32.5,26.3,1.8,2019,7,31
32.1,26.2,0.3,2019,8,1
32.9,26.1,0.4,2019,8,2
32.6,26.4,2.0,2019,8,3
33.6,26.2,5.2,2019,8,4
33.3,26.1,1.1,2019,8,5
32.7,26.3,1.9,2019,8,6
32.4,26.3,4.8,2019,8,7
32.5,25.7,11.1,2019,8,8
33.4,26.8,2.2,2019,8,9
32.2,26.4,1.4,2019,8,10
31.5,25.4,0.7,2019,8,11
30.9,25.6,1.1,2019,8,12
32.4,25.6,0.6,2019,8,13
30.8,25.2,4.8,2019,8,14
29.7,24.9,41.5,2019,8,15
28.2,24.6,38.3,2019,8,16
29.3,24.5,8.6,2019,8,17
30.7,25.1,0.6,2019,8,18
31.4,25.0,0.5,2019,8,19
32.1,25.2,0.0,2019,8,20
31.6,24.4,0.0,2019,8,21
31.8,24.5,0.0,2019,8,22
32.3,24.8,0.0,2019,8,23
31.9,25.4,0.0,2019,8,24
33.6,25.6,0.0,2019,8,25
33.4,24.6,7.8,2019,8,26
32.7,25.2,0.4,2019,8,27
31.0,24.7,27.6,2019,8,28
31.6,24.9,0.8,2019,8,29
31.6,25.1,20.4,2019,8,30
31.0,25.7,15.4,2019,8,31
31.5,26.1,10.7,2019,9,1
31.2,25.8,7.2,2019,9,2
32.0,25.3,8.5,2019,9,3
31.8,26.5,9.2,2019,9,4
32.9,26.1,2.4,2019,9,5
32.8,25.0,10.3,2019,9,6
29.5,25.2,33.1,2019,9,7
33.4,25.8,0.9,2019,9,8
35.0,26.8,0.0,2019,9,9
35.1,27.0,0.1,2019,9,10
33.5,26.2,0.0,2019,9,11
32.9,26.0,0.0,2019,9,12
33.0,25.7,0.0,2019,9,13
31.2,25.5,0.0,2019,9,14
31.2,25.0,0.0,2019,9,15
32.7,24.6,0.0,2019,9,16
32.3,24.6,0.0,2019,9,17
34.2,25.1,0.0,2019,9,18
33.6,25.3,0.1,2019,9,19
32.8,25.2,0.0,2019,9,20
33.0,25.2,0.0,2019,9,21
33.0,24.9,0.2,2019,9,22
32.7,24.9,0.0,2019,9,23
33.0,24.8,0.1,2019,9,24
32.2,25.3,0.5,2019,9,25
31.7,25.4,1.4,2019,9,26
30.9,24.8,8.5,2019,9,27
30.9,24.6,0.4,2019,9,28
31.2,23.6,0.9,2019,9,29
30.2,24.4,0.0,2019,9,30
32.0,23.8,0.1,2019,10,1
31.6,23.3,15.9,2019,10,2
30.8,22.0,10.7,2019,10,3
31.0,22.4,0.1,2019,10,4
31.6,22.4,0.0,2019,10,5
31.7,22.5,0.2,2019,10,6
31.6,22.7,0.1,2019,10,7
32.4,20.1,0.0,2019,10,8
33.2,20.8,0.0,2019,10,9
34.5,20.5,0.0,2019,10,10
33.4,20.7,0.0,2019,10,11
33.6,22.8,0.0,2019,10,12
34.8,22.4,0.0,2019,10,13
34.4,23.7,0.0,2019,10,14
34.3,22.7,0.0,2019,10,15
35.3,22.9,0.0,2019,10,16
34.2,21.7,0.0,2019,10,17
34.4,22.6,0.0,2019,10,18
33.7,22.4,0.0,2019,10,19
33.6,19.9,0.0,2019,10,20
33.3,18.5,0.0,2019,10,21
32.1,18.1,0.0,2019,10,22
32.6,17.9,0.0,2019,10,23
32.6,19.0,0.0,2019,10,24
33.0,18.0,0.0,2019,10,25
32.2,19.1,0.0,2019,10,26
31.4,18.1,0.0,2019,10,27
29.8,18.4,0.0,2019,10,28
31.3,22.3,0.0,2019,10,29
30.6,22.6,0.3,2019,10,30
33.6,22.6,0.0,2019,10,31
33.5,21.9,0.0,2019,11,1
32.3,22.0,0.0,2019,11,2
30.6,21.8,0.1,2019,11,3
31.5,20.8,0.0,2019,11,4
31.2,19.1,0.0,2019,11,5
30.5,19.4,5.1,2019,11,6
28.2,18.5,5.7,2019,11,7
28.8,18.3,0.0,2019,11,8
26.3,19.1,0.0,2019,11,9
29.7,19.7,0.0,2019,11,10
30.1,19.3,0.0,2019,11,11
29.8,19.9,0.1,2019,11,12
30.8,20.0,0.0,2019,11,13
28.2,18.6,0.6,2019,11,14
28.4,18.2,0.0,2019,11,15
29.5,18.9,0.0,2019,11,16
29.3,18.0,0.0,2019,11,17
27.8,17.3,0.0,2019,11,18
28.1,17.0,0.0,2019,11,19
28.4,16.1,0.0,2019,11,20
30.4,17.1,0.0,2019,11,21
30.3,18.9,0.0,2019,11,22
29.1,19.3,0.0,2019,11,23
28.4,18.5,0.0,2019,11,24
29.5,18.5,0.3,2019,11,25
28.0,17.7,2.8,2019,11,26
27.2,16.3,0.7,2019,11,27
26.2,15.2,0.0,2019,11,28
24.8,14.4,0.0,2019,11,29
25.4,13.6,0.0,2019,11,30
25.9,13.7,0.0,2019,12,1
26.5,13.0,0.0,2019,12,2
25.9,12.1,0.0,2019,12,3
27.5,12.2,0.0,2019,12,4
28.1,14.1,0.0,2019,12,5
25.5,14.0,0.0,2019,12,6
25.3,12.3,0.0,2019,12,7
25.3,11.4,0.0,2019,12,8
25.9,13.3,0.0,2019,12,9
26.5,12.6,0.0,2019,12,10
27.0,13.4,0.1,2019,12,11
23.6,13.2,1.2,2019,12,12
21.4,10.2,0.0,2019,12,13
22.1,10.5,0.0,2019,12,14
21.8,10.1,0.0,2019,12,15
20.4,8.6,0.0,2019,12,16
19.8,7.6,0.0,2019,12,17
21.6,7.8,0.0,2019,12,18
25.1,9.9,0.0,2019,12,19
26.7,12.6,0.0,2019,12,20
25.6,12.3,0.0,2019,12,21
24.0,11.1,0.0,2019,12,22
25.0,10.5,0.0,2019,12,23
25.6,13.0,0.0,2019,12,24
23.1,8.4,0.0,2019,12,25
22.4,6.8,0.0,2019,12,26
22.9,5.9,0.0,2019,12,27
23.3,7.0,0.0,2019,12,28
22.6,7.0,0.0,2019,12,29
22.0,6.8,0.0,2019,12,30
22.5,7.7,0.0,2019,12,31
23.1,9.1,0.0,2020,1,1
22.8,10.8,0.0,2020,1,2
22.6,11.0,0.0,2020,1,3
23.0,10.2,0.0,2020,1,4
24.2,9.5,0.0,2020,1,5
24.3,12.1,0.1,2020,1,6
22.3,11.0,0.0,2020,1,7
20.0,8.4,0.0,2020,1,8
19.8,7.2,0.0,2020,1,9
20.1,7.4,0.0,2020,1,10
23.8,10.4,0.0,2020,1,11
27.3,11.3,0.0,2020,1,12
19.1,8.7,2.0,2020,1,13
19.3,9.2,0.0,2020,1,14
21.3,9.3,0.0,2020,1,15
16.6,8.8,2.3,2020,1,16
19.6,7.8,0.0,2020,1,17
20.4,7.3,0.0,2020,1,18
20.8,8.0,0.0,2020,1,19
21.8,8.1,0.0,2020,1,20
23.6,8.7,0.0,2020,1,21
24.0,10.8,0.0,2020,1,22
22.7,9.5,0.0,2020,1,23
23.4,8.5,0.0,2020,1,24
25.6,9.3,0.0,2020,1,25
27.3,9.9,0.0,2020,1,26
26.7,13.0,0.2,2020,1,27
21.2,10.3,0.1,2020,1,28
22.0,9.2,0.0,2020,1,29
22.7,10.3,0.0,2020,1,30
22.4,9.8,0.0,2020,1,31
22.9,7.8,0.0,2020,2,1
23.6,10.3,0.0,2020,2,2
23.9,9.9,0.0,2020,2,3
24.9,10.0,0.0,2020,2,4
24.3,11.0,0.0,2020,2,5
22.7,9.5,0.0,2020,2,6
24.2,9.4,0.0,2020,2,7
23.7,10.0,0.0,2020,2,8
24.3,10.3,0.0,2020,2,9
24.4,9.6,0.0,2020,2,10
26.8,11.3,0.0,2020,2,11
28.8,13.2,0.0,2020,2,12
29.7,14.6,0.0,2020,2,13
27.3,13.6,0.0,2020,2,14
29.0,12.2,0.0,2020,2,15
30.7,11.1,0.0,2020,2,16
31.9,12.6,0.0,2020,2,17
31.7,14.0,0.0,2020,2,18
31.4,13.6,0.0,2020,2,19
30.7,15.3,0.0,2020,2,20
26.6,13.4,0.0,2020,2,21
27.5,14.4,0.0,2020,2,22
27.7,15.8,0.0,2020,2,23
28.4,15.4,0.0,2020,2,24
29.9,14.7,0.0,2020,2,25
32.0,15.6,0.0,2020,2,26
31.7,19.3,0.0,2020,2,27
31.6,20.2,0.0,2020,2,28
31.7,19.0,0.0,2020,2,29
30.3,19.2,0.0,2020,3,1
30.8,19.5,0.0,2020,3,2
30.6,18.9,0.0,2020,3,3
30.3,19.0,0.0,2020,3,4
28.6,15.4,4.2,2020,3,5
22.5,13.4,2.9,2020,3,6
25.6,12.6,0.0,2020,3,7
28.1,15.4,0.0,2020,3,8
29.3,16.4,0.0,2020,3,9
29.4,17.1,0.0,2020,3,10
26.6,14.8,0.0,2020,3,11
26.6,12.8,0.0,2020,3,12
25.6,12.1,0.0,2020,3,13
26.5,13.9,0.0,2020,3,14
27.7,14.3,0.0,2020,3,15
27.9,16.4,0.0,2020,3,16
31.2,16.7,0.0,2020,3,17
32.7,17.7,0.0,2020,3,18
34.2,18.4,0.0,2020,3,19
33.7,19.7,0.0,2020,3,20
32.6,19.7,0.0,2020,3,21
33.6,20.7,2.0,2020,3,22
32.6,21.6,0.0,2020,3,23
32.4,19.8,0.0,2020,3,24
32.2,19.5,0.1,2020,3,25
24.8,18.9,5.4,2020,3,26
26.0,15.3,2.4,2020,3,27
29.2,16.3,0.0,2020,3,28
31.5,18.7,0.0,2020,3,29
33.8,19.8,0.0,2020,3,30
35.2,21.2,0.0,2020,3,31
34.2,21.4,0.0,2020,4,1
34.1,20.6,0.0,2020,4,2
35.1,20.6,0.0,2020,4,3
36.6,20.7,0.0,2020,4,4
37.6,20.5,0.0,2020,4,5
37.9,21.9,0.0,2020,4,6
38.0,23.4,0.0,2020,4,7
36.6,22.7,0.0,2020,4,8
37.1,22.9,0.0,2020,4,9
38.1,22.7,0.0,2020,4,10
39.0,24.3,0.0,2020,4,11
38.7,25.0,0.0,2020,4,12
40.5,28.0,0.0,2020,4,13
38.8,28.2,0.0,2020,4,14
39.2,26.7,0.0,2020,4,15
39.4,26.5,0.0,2020,4,16
38.1,25.9,0.0,2020,4,17
37.7,25.9,0.0,2020,4,18
36.8,25.6,0.0,2020,4,19
34.3,22.9,0.5,2020,4,20
36.5,24.8,0.0,2020,4,21
38.3,25.2,0.0,2020,4,22
39.6,27.5,0.0,2020,4,23
37.4,26.5,0.0,2020,4,24
37.4,26.1,0.1,2020,4,25
38.6,26.5,0.0,2020,4,26
39.6,25.6,0.0,2020,4,27
39.8,27.0,0.0,2020,4,28
40.3,26.3,0.0,2020,4,29
41.3,28.8,0.0,2020,4,30
40.6,28.8,0.0,2020,5,1
39.6,28.7,0.0,2020,5,2
39.7,28.6,0.0,2020,5,3
40.5,26.3,0.0,2020,5,4
39.5,24.7,0.0,2020,5,5
38.3,26.0,0.9,2020,5,6
41.5,26.8,0.0,2020,5,7
42.3,29.7,0.0,2020,5,8
41.6,29.6,0.0,2020,5,9
40.3,28.6,0.0,2020,5,10
40.1,29.6,0.0,2020,5,11
39.8,29.4,0.1,2020,5,12
40.0,27.9,0.0,2020,5,13
40.0,28.6,0.0,2020,5,14
39.9,28.8,0.0,2020,5,15
40.0,29.1,0.0,2020,5,16
41.3,29.6,0.0,2020,5,17
40.0,28.1,0.0,2020,5,18
41.9,27.1,0.0,2020,5,19
41.8,27.2,0.0,2020,5,20
43.5,28.9,0.0,2020,5,21
42.5,30.7,0.0,2020,5,22
42.1,30.9,0.0,2020,5,23
42.6,31.3,0.0,2020,5,24
42.7,31.1,0.0,2020,5,25
42.4,30.9,0.0,2020,5,26
42.2,30.2,0.0,2020,5,27
42.3,28.6,0.0,2020,5,28
39.5,26.8,1.5,2020,5,29
38.0,26.1,0.0,2020,5,30
36.7,24.4,0.4,2020,5,31
38.2,25.4,0.0,2020,6,1
39.4,27.1,0.0,2020,6,2
38.2,26.6,0.7,2020,6,3
37.4,25.6,0.0,2020,6,4
38.4,25.9,0.1,2020,6,5
36.1,26.1,0.5,2020,6,6
36.5,26.5,1.8,2020,6,7
36.5,28.2,1.4,2020,6,8
39.2,28.4,0.0,2020,6,9
40.3,30.9,0.0,2020,6,10
40.1,30.1,0.0,2020,6,11
38.8,26.6,8.7,2020,6,12
37.9,27.8,0.3,2020,6,13
41.0,29.7,0.0,2020,6,14
41.5,29.2,0.0,2020,6,15
42.5,31.4,0.0,2020,6,16
41.3,31.4,0.0,2020,6,17
40.2,30.0,0.0,2020,6,18
39.8,30.4,0.0,2020,6,19
38.9,30.0,0.0,2020,6,20
38.8,29.8,0.0,2020,6,21
38.9,29.3,0.0,2020,6,22
38.7,27.7,10.2,2020,6,23
35.3,26.5,3.0,2020,6,24
37.4,27.5,0.0,2020,6,25
37.7,29.7,0.0,2020,6,26
38.2,29.8,0.0,2020,6,27
39.0,30.1,0.0,2020,6,28
39.9,30.1,0.0,2020,6,29
41.0,29.6,1.1,2020,6,30
39.9,28.8,0.0,2020,7,1
39.9,28.7,0.0,2020,7,2
40.2,31.0,0.0,2020,7,3
40.0,30.7,0.0,2020,7,4
37.6,28.0,1.5,2020,7,5
37.6,26.4,0.7,2020,7,6
37.3,27.8,0.0,2020,7,7
36.6,27.6,0.3,2020,7,8
36.2,28.0,0.3,2020,7,9
38.1,28.0,0.1,2020,7,10
35.7,27.2,2.1,2020,7,11
35.5,27.0,0.6,2020,7,12
36.0,27.1,0.0,2020,7,13
38.1,28.1,0.4,2020,7,14
39.8,30.2,0.0,2020,7,15
39.4,28.5,3.3,2020,7,16
39.0,29.0,1.3,2020,7,17
37.1,28.0,6.6,2020,7,18
36.3,28.3,0.1,2020,7,19
36.1,27.4,0.1,2020,7,20
33.6,26.4,11.1,2020,7,21
34.1,26.4,0.1,2020,7,22
37.1,28.0,0.0,2020,7,23
37.9,26.5,6.0,2020,7,24
35.0,24.7,11.8,2020,7,25
33.2,26.2,5.3,2020,7,26
33.6,26.9,0.8,2020,7,27
34.2,27.0,0.2,2020,7,28
35.6,27.3,0.0,2020,7,29
35.8,26.5,3.7,2020,7,30
31.8,26.4,3.8,2020,7,31
32.5,25.8,7.1,2020,8,1
33.6,27.8,0.1,2020,8,2
35.7,27.9,0.0,2020,8,3
36.2,27.8,0.1,2020,8,4
39.9,28.5,0.0,2020,8,5
37.8,27.8,1.7,2020,8,6
35.8,26.0,20.0,2020,8,7
28.3,25.9,55.7,2020,8,8
31.7,25.5,9.1,2020,8,9
30.4,25.6,2.5,2020,8,10
32.1,26.2,0.5,2020,8,11
31.4,26.7,3.1,2020,8,12
32.9,26.3,0.8,2020,8,13
32.2,25.6,8.0,2020,8,14
31.7,25.9,8.7,2020,8,15
32.8,26.0,2.3,2020,8,16
32.3,26.6,2.6,2020,8,17
32.5,26.1,4.8,2020,8,18
32.3,26.1,0.8,2020,8,19
30.8,26.1,2.5,2020,8,20
33.4,25.9,3.8,2020,8,21
32.3,25.5,5.0,2020,8,22
32.9,25.6,8.0,2020,8,23
28.9,25.0,33.2,2020,8,24
29.9,24.7,5.0,2020,8,25
30.8,24.3,1.6,2020,8,26
30.9,24.7,1.4,2020,8,27
31.2,25.0,1.0,2020,8,28
31.8,24.8,21.1,2020,8,29
32.1,24.7,126.4,2020,8,30
29.6,24.0,9.6,2020,8,31
29.8,24.0,2.4,2020,9,1
31.0,24.7,0.6,2020,9,2
30.8,24.2,4.8,2020,9,3
29.5,24.2,10.7,2020,9,4
30.6,24.8,3.9,2020,9,5
31.6,24.8,1.3,2020,9,6
32.2,25.1,0.0,2020,9,7
31.7,25.6,0.1,2020,9,8
31.8,25.6,0.7,2020,9,9
32.3,25.7,4.1,2020,9,10
32.8,25.8,0.2,2020,9,11
34.3,26.5,0.1,2020,9,12
35.2,26.3,0.0,2020,9,13
33.9,26.4,0.0,2020,9,14
34.1,26.8,0.0,2020,9,15
35.1,27.0,0.0,2020,9,16
33.9,26.8,0.1,2020,9,17
33.6,26.9,0.5,2020,9,18
34.4,26.7,0.1,2020,9,19
35.6,26.6,0.3,2020,9,20
37.2,25.0,0.0,2020,9,21
36.9,24.6,0.0,2020,9,22
37.5,24.3,0.0,2020,9,23
37.4,26.0,0.0,2020,9,24
34.8,26.1,0.0,2020,9,25
31.6,24.6,0.1,2020,9,26
32.5,24.5,0.0,2020,9,27
33.4,24.0,0.0,2020,9,28
33.8,24.8,0.0,2020,9,29
34.5,24.9,0.0,2020,9,30
35.9,25.1,0.0,2020,10,1
36.0,24.3,0.0,2020,10,2
34.8,24.5,0.0,2020,10,3
35.4,24.9,0.0,2020,10,4
35.7,23.0,0.0,2020,10,5
35.2,22.5,0.0,2020,10,6
35.0,24.7,0.0,2020,10,7
34.9,22.3,0.0,2020,10,8
35.3,20.5,0.0,2020,10,9
35.5,20.2,0.0,2020,10,10
35.4,20.2,0.0,2020,10,11
35.4,19.2,0.0,2020,10,12
35.5,18.9,0.0,2020,10,13
35.9,19.9,0.0,2020,10,14
34.5,23.7,0.0,2020,10,15
35.6,25.6,0.0,2020,10,16
33.4,26.0,0.0,2020,10,17
32.5,25.4,0.0,2020,10,18
33.1,24.5,0.0,2020,10,19
33.8,23.8,0.0,2020,10,20
34.0,24.6,0.0,2020,10,21
33.8,20.5,0.0,2020,10,22
33.6,20.0,0.0,2020,10,23
32.9,18.1,0.0,2020,10,24
32.1,18.9,0.0,2020,10,25
32.4,18.4,0.0,2020,10,26
30.4,16.2,0.0,2020,10,27
30.3,15.0,0.0,2020,10,28
30.6,15.9,0.0,2020,10,29
30.8,16.4,0.0,2020,10,30
30.2,15.9,0.0,2020,10,31
29.7,15.5,0.0,2020,11,1
29.6,12.6,0.0,2020,11,2
29.9,17.0,0.0,2020,11,3
29.6,14.6,0.0,2020,11,4
29.2,13.8,0.0,2020,11,5
29.4,15.4,0.0,2020,11,6
29.7,15.7,0.0,2020,11,7
29.9,15.4,0.0,2020,11,8
29.6,14.5,0.0,2020,11,9
29.3,14.3,0.0,2020,11,10
28.9,15.5,0.0,2020,11,11
27.6,15.0,0.0,2020,11,12
27.9,15.3,0.0,2020,11,13
29.6,15.7,0.0,2020,11,14
30.1,16.0,0.0,2020,11,15
27.4,16.4,0.0,2020,11,16
26.1,16.0,0.0,2020,11,17
25.6,14.7,0.0,2020,11,18
25.5,13.1,0.0,2020,11,19
25.5,12.5,0.0,2020,11,20
24.9,11.4,0.0,2020,11,21
25.1,11.2,0.0,2020,11,22
26.3,11.8,0.0,2020,11,23
26.5,12.2,0.0,2020,11,24
26.2,15.8,0.0,2020,11,25
24.3,14.8,0.0,2020,11,26
25.0,12.9,0.0,2020,11,27
25.0,12.0,0.0,2020,11,28
26.5,11.5,0.0,2020,11,29
27.9,11.8,0.0,2020,11,30
29.0,13.2,0.0,2020,12,1
29.3,13.7,0.0,2020,12,2
29.6,12.2,0.0,2020,12,3
29.4,13.8,0.0,2020,12,4
29.1,14.7,0.0,2020,12,5
28.8,14.4,0.0,2020,12,6
29.1,15.3,0.0,2020,12,7
29.1,14.0,0.0,2020,12,8
28.5,14.3,0.0,2020,12,9
27.8,15.6,0.0,2020,12,10
27.3,15.1,0.0,2020,12,11
23.7,13.7,0.0,2020,12,12
23.1,13.7,0.0,2020,12,13
23.2,13.8,0.0,2020,12,14
23.2,12.4,0.0,2020,12,15
21.8,9.9,0.0,2020,12,16
19.9,8.3,0.0,2020,12,17
21.1,6.6,0.0,2020,12,18
23.8,8.2,0.0,2020,12,19
24.1,9.7,0.0,2020,12,20
25.0,9.4,0.0,2020,12,21
25.6,11.8,0.0,2020,12,22
25.6,10.9,0.0,2020,12,23
25.3,12.3,0.0,2020,12,24
25.8,12.4,0.0,2020,12,25
26.2,11.9,0.0,2020,12,26
22.9,7.1,0.0,2020,12,27
19.7,5.4,0.0,2020,12,28
19.8,5.8,0.0,2020,12,29
19.4,7.0,0.0,2020,12,30
20.0,7.2,0.0,2020,12,31
23.9,9.7,0.0,2021,1,1
24.7,12.1,0.0,2021,1,2
22.6,10.6,0.0,2021,1,3
24.0,11.6,0.0,2021,1,4
22.2,12.2,0.0,2021,1,5
21.0,10.4,0.0,2021,1,6
21.2,10.0,0.0,2021,1,7
21.9,9.7,0.0,2021,1,8
20.4,10.7,0.2,2021,1,9
21.1,8.1,0.0,2021,1,10
22.0,7.6,0.0,2021,1,11
23.0,6.5,0.0,2021,1,12
23.9,6.9,0.0,2021,1,13
25.6,8.3,0.0,2021,1,14
26.1,10.6,0.0,2021,1,15
27.2,11.5,0.0,2021,1,16
27.9,12.6,0.0,2021,1,17
27.1,13.0,0.0,2021,1,18
24.3,11.4,0.0,2021,1,19
25.2,10.7,0.0,2021,1,20
26.5,8.7,0.0,2021,1,21
27.6,10.5,0.0,2021,1,22
26.8,10.6,0.0,2021,1,23
23.5,9.1,0.0,2021,1,24
21.8,8.1,0.0,2021,1,25
21.9,7.0,0.0,2021,1,26
22.5,7.8,0.0,2021,1,27
22.8,8.2,0.0,2021,1,28
23.3,7.7,0.0,2021,1,29
24.1,7.8,0.0,2021,1,30
26.1,7.4,0.0,2021,1,31
28.0,9.2,0.0,2021,2,1
28.6,12.0,0.0,2021,2,2
27.8,12.3,0.0,2021,2,3
26.2,12.6,0.0,2021,2,4
24.5,11.1,0.0,2021,2,5
24.2,10.4,0.0,2021,2,6
26.0,9.8,0.0,2021,2,7
27.8,10.1,0.0,2021,2,8
28.9,10.2,0.0,2021,2,9
29.4,14.4,0.0,2021,2,10
29.8,13.4,0.0,2021,2,11
30.2,15.0,0.0,2021,2,12
30.7,14.5,0.0,2021,2,13
30.6,13.1,0.0,2021,2,14
30.0,13.4,0.0,2021,2,15
30.2,16.1,0.0,2021,2,16
30.1,15.0,0.0,2021,2,17
29.9,14.4,0.0,2021,2,18
29.1,14.6,0.0,2021,2,19
29.6,14.3,0.0,2021,2,20
30.3,14.4,0.0,2021,2,21
31.4,13.2,0.0,2021,2,22
31.9,15.7,0.0,2021,2,23
31.4,14.9,0.0,2021,2,24
32.0,17.8,0.0,2021,2,25
34.3,19.1,0.0,2021,2,26
32.8,19.8,0.0,2021,2,27
31.2,17.9,0.0,2021,2,28
31.5,16.8,0.0,2021,3,1
31.1,15.7,0.0,2021,3,2
32.8,14.2,0.0,2021,3,3
33.7,15.7,0.0,2021,3,4
34.2,17.6,0.0,2021,3,5
35.9,17.1,0.0,2021,3,6
35.0,20.6,0.0,2021,3,7
33.4,19.8,0.0,2021,3,8
34.4,19.0,0.0,2021,3,9
34.2,19.7,0.0,2021,3,10
34.6,18.1,0.0,2021,3,11
32.5,19.7,0.0,2021,3,12
33.1,18.9,0.0,2021,3,13
33.3,20.6,0.0,2021,3,14
34.8,19.8,0.0,2021,3,15
35.6,20.1,0.0,2021,3,16
35.6,20.1,0.0,2021,3,17
35.7,20.9,0.0,2021,3,18
33.8,20.9,0.0,2021,3,19
35.0,20.8,0.0,2021,3,20
36.4,20.8,0.0,2021,3,21
35.8,23.0,0.0,2021,3,22
34.7,20.0,0.0,2021,3,23
33.8,20.1,0.0,2021,3,24
33.8,19.2,0.0,2021,3,25
35.4,19.4,0.0,2021,3,26
38.5,21.1,0.0,2021,3,27
39.6,23.8,0.0,2021,3,28
39.2,24.0,0.0,2021,3,29
