Date,Max_Temperature,Min_Temperature,Rainfall
2024-11-18,28.9,16.6,0.0
2024-11-19,28.7,15.8,0.0
2024-11-20,28.4,15.6,0.0
2024-11-21,28.0,14.8,0.0
2024-11-22,27.8,14.6,0.0
2024-11-23,27.9,15.2,0.0
2024-11-24,29.1,15.7,0.0
2024-11-25,29.3,15.7,0.0
2024-11-26,29.3,16.3,0.0
2024-11-27,29.3,16.1,0.0
2024-11-28,29.2,15.7,0.0
2024-11-29,27.5,15.2,0.0
2024-11-30,26.9,14.2,0.0
2024-12-01,27.4,14.7,0.0
2024-12-02,27.6,15.4,0.0
2024-12-03,27.9,15.8,0.0
2024-12-04,27.4,15.9,0.0
2024-12-05,26.8,14.4,0.0
2024-12-06,26.4,13.2,0.0
2024-12-07,26.3,13.1,0.0
2024-12-08,25.1,11.1,0.0
2024-12-09,22.7,11.1,0.0
2024-12-10,22.0,11.0,0.0
2024-12-11,23.0,10.2,0.0
2024-12-12,23.2,9.7,0.0
2024-12-13,22.6,11.0,0.0
2024-12-14,23.5,9.0,0.0
2024-12-15,25.5,9.7,0.0
2024-12-16,25.0,9.8,0.0
2024-12-17,24.6,10.4,0.0
2024-12-18,24.1,10.3,0.0
2024-12-19,24.6,11.0,0.0
2024-12-20,23.5,11.6,0.0
2024-12-21,25.1,11.8,0.0
2024-12-22,27.1,13.9,9.7
2024-12-23,24.1,13.3,0.0
2024-12-24,22.4,12.0,0.0
2024-12-25,22.3,11.3,0.0
2024-12-26,24.2,12.9,0.4
2024-12-27,23.3,12.4,0.0
2024-12-28,21.4,10.5,0.0
2024-12-29,21.2,9.5,0.0
2024-12-30,21.5,8.8,0.0
2024-12-31,23.2,9.6,0.0
2025-01-01,24.2,9.8,0.0
2025-01-02,26.0,10.6,0.0
2025-01-03,27.5,12.4,0.0
2025-01-04,27.2,12.4,0.0
2025-01-05,25.1,13.1,0.0
2025-01-06,22.1,10.7,0.0
2025-01-07,21.3,9.0,0.0
2025-01-08,23.4,8.0,0.0
2025-01-09,26.6,10.0,0.0
2025-01-10,26.0,12.8,0.0
2025-01-11,21.7,10.9,7.5
2025-01-12,18.8,9.9,0.0
2025-01-13,19.5,9.2,0.0
2025-01-14,20.8,9.3,0.0
2025-01-15,22.7,10.6,0.0
2025-01-16,21.5,9.5,0.0
2025-01-17,21.0,9.8,0.0
2025-01-18,24.8,10.2,0.0
2025-01-19,26.8,14.4,0.0
2025-01-20,26.9,13.8,0.0
2025-01-21,26.9,14.3,0.0
2025-01-22,26.7,14.1,0.0
2025-01-23,25.0,13.9,0.0
2025-01-24,24.6,12.7,0.0
2025-01-25,24.3,11.0,0.0
2025-01-26,26.1,10.4,0.0
2025-01-27,27.1,10.5,0.0
2025-01-28,28.9,11.1,0.0
2025-01-29,28.4,12.5,0.0
2025-01-30,27.8,12.7,0.0
2025-01-31,26.2,13.7,0.0
2025-02-01,25.8,12.5,0.0
2025-02-02,25.8,14.6,0.0
2025-02-03,26.5,13.7,0.0
2025-02-04,25.9,14.7,0.0
2025-02-05,25.1,11.9,0.0
2025-02-06,25.4,12.1,0.0
2025-02-07,25.6,11.7,0.0
2025-02-08,27.6,13.8,0.0
2025-02-09,29.2,13.0,0.0
2025-02-10,29.9,14.0,0.0
2025-02-11,29.3,13.7,0.0
2025-02-12,28.5,15.9,0.0
2025-02-13,28.9,14.6,0.0
2025-02-14,30.8,14.3,0.0
2025-02-15,32.2,18.3,0.0
2025-02-16,31.6,17.7,0.0
2025-02-17,32.2,17.7,0.0
2025-02-18,31.3,19.3,0.0
2025-02-19,30.4,19.5,0.0
2025-02-20,30.8,17.4,0.0
2025-02-21,28.9,16.7,0.0
2025-02-22,30.1,16.7,0.0
2025-02-23,30.5,17.8,0.0
2025-02-24,32.1,18.0,0.0
2025-02-25,32.5,19.4,0.0
2025-02-26,34.0,19.9,0.0
2025-02-27,33.2,21.0,0.0
2025-02-28,30.2,20.8,0.1
2025-03-01,31.0,19.8,0.0
2025-03-02,30.3,19.2,0.0
2025-03-03,32.6,19.3,0.0
2025-03-04,26.8,14.9,0.0
2025-03-05,28.8,13.6,0.0
2025-03-06,32.1,15.3,0.0
2025-03-07,34.8,17.0,0.0
2025-03-08,34.7,20.2,0.0
2025-03-09,35.8,21.0,0.0
2025-03-10,38.0,22.9,0.0
2025-03-11,38.2,22.6,0.0
2025-03-12,36.4,22.0,0.0
2025-03-13,35.8,23.6,0.0
2025-03-14,35.6,22.8,0.0
2025-03-15,32.8,21.7,0.0
2025-03-16,32.1,21.1,0.0
2025-03-17,32.1,20.5,0.0
2025-03-18,33.9,20.0,0.0
2025-03-19,35.2,20.5,0.0
2025-03-20,34.4,20.3,0.0
2025-03-21,34.2,23.1,0.0
